GeneID	chr	start	end	labelCoord	FayWu_H	Fst	FuLi_D	FuLi_F	iHS	Tajima_D	label	stat	pops	source
nonCoding12918,nonCoding12919,nonCoding12920	chr2	182575568	182612687	chr2:182575568-182612687	-8.346	0.043	-5.166	-4.862	2.527	-2.798	FayWu_H:CEU:-7.69,FIN:-8.346,GBR:-7.872,GIH:-7.449,ITU:-6.836,PJL:-7.13,STU:-7.651,TSI:-6.818,Tajima_D:CEU:-2.798,GBR:-2.655,STU:-2.643	FayWu_H,Tajima_D	CEU,FIN,GBR,GIH,ITU,PJL,STU,TSI	PopHumanScan
ITGAV	chr2	187454982	187464982	chr2:187454982-187464982	-1.693	0.013	-6.026	-5.283	1.721	-2.058	FuLi_D:ASW:-6.026,FuLi_F:ASW:-5.283	FuLi_D,FuLi_F	ASW	PopHumanScan
nonCoding13178	chr2	188558313	188568313	chr2:188558313-188568313	-4.071	0.035	-5.31	-4.355	1.311	-1.987	FuLi_D:MSL:-5.31	FuLi_D	MSL	PopHumanScan
nonCoding13228	chr2	189692710	189702710	chr2:189692710-189702710	-1.881	0.043	-6.77	-5.949	1.29	-2.515	FuLi_D:JPT:-6.77,FuLi_F:JPT:-5.949	FuLi_D,FuLi_F	JPT	PopHumanScan
C2orf88	chr2	190799545	190819545	chr2:190799545-190819545	-1.393	0.058	-2.664	-2.665	2.611	-2.147	XPEHH:CEU2YRI:2.512	XPEHH	CEU2YRI	PopHumanScan
NABP1	chr2	192543533	192553533	chr2:192543533-192553533	-2.048	0.04	-6.324	-5.722	3.191	-2.554	iHS:BEB:3.191	iHS	BEB	PopHumanScan
nonCoding13427	chr2	194797925	194807925	chr2:194797925-194807925	-1.326	0.023	-5.877	-5.321	2.08	-2.472	FuLi_D:ASW:-5.877,FuLi_F:ASW:-5.321	FuLi_D,FuLi_F	ASW	PopHumanScan
nonCoding13430	chr2	194858529	194868529	chr2:194858529-194868529	-4.155	0.027	-6.699	-6.05	1.256	-2.668	Tajima_D:BEB:-2.668	Tajima_D	BEB	PopHumanScan
nonCoding13435	chr2	194934525	194964525	chr2:194934525-194964525	-3.771	0.034	-6.69	-5.884	2.182	-2.641	Tajima_D:GIH:-2.594,TSI:-2.641	Tajima_D	GIH,TSI	PopHumanScan
nonCoding13442	chr2	195066336	195076336	chr2:195066336-195076336	-8.356	0.033	-5.526	-5.155	1.499	-2.756	FayWu_H:CDX:-7.748,CHS:-8.261,FIN:-8.356,GIH:-6.992,PJL:-7.724,TSI:-8.218	FayWu_H	CDX,CHS,FIN,GIH,PJL,TSI	PopHumanScan
nonCoding13458	chr2	195298407	195308407	chr2:195298407-195308407	-7.727	0.042	-2.986	-3.127	1.823	-2.276	FayWu_H:CDX:-7.727,JPT:-7.548	FayWu_H	CDX,JPT	PopHumanScan
nonCoding13504	chr2	196066343	196076343	chr2:196066343-196076343	-6.958	0.1	-2.985	-2.813	1.625	-2.541	FayWu_H:PJL:-6.83,TSI:-6.958	FayWu_H	PJL,TSI	PopHumanScan
HECW2	chr2	197349573	197418053	chr2:197349573-197418053	-2.648	0.131	-5.101	-4.732	3.409	-2.426	iHS:PJL:3.409,STU:3.127	iHS	PJL,STU	PopHumanScan
nonCoding13535	chr2	197483255	197493255	chr2:197483255-197493255	-5.594	0.078	-6.561	-5.803	2.323	-2.708	FuLi_F:JPT:-5.803,Tajima_D:JPT:-2.708	FuLi_F,Tajima_D	JPT	PopHumanScan
PGAP1	chr2	197697537	197757537	chr2:197697537-197757537	-3.834	0.041	-4.43	-4.174	2.683	-2.183	XPEHH:YRI2CHB:2.539	XPEHH	YRI2CHB	PopHumanScan
ANKRD44	chr2	198008126	198018126	chr2:198008126-198018126	-1.668	0.072	-6.882	-5.92	1.773	-2.48	FuLi_D:PJL:-6.882,FuLi_F:PJL:-5.92	FuLi_D,FuLi_F	PJL	PopHumanScan
PLCL1	chr2	199267434	199277434	chr2:199267434-199277434	-2.411	0.061	-7.225	-6.404	2.316	-2.385	FuLi_F:CHS:-6.404	FuLi_F	CHS	PopHumanScan
PLCL1	chr2	199287723	199297723	chr2:199287723-199297723	-2.076	0.05	-7.393	-6.211	1.425	-1.835	FuLi_D:BEB:-7.393,FuLi_F:BEB:-6.211	FuLi_D,FuLi_F	BEB	PopHumanScan
nonCoding13576	chr2	199948154	199958154	chr2:199948154-199958154	-2.625	0.071	-6.734	-6.061	1.463	-2.492	FuLi_F:ITU:-6.061	FuLi_F	ITU	PopHumanScan
ORC2,FAM126B	chr2	201817139	201917599	chr2:201817139-201917599	-3.804	0.075	-7.238	-6.402	6.428	-2.504	FuLi_F:CHS:-6.402,iHS:ACB:6.009,ASW:4.399,ESN:6.087,GWD:6.428,LWK:5.515,MSL:5.05,YRI:6.229	FuLi_F,iHS	CHS,ACB,ASW,ESN,GWD,LWK,MSL,YRI	PopHumanScan
SUMO1,AC079354.2	chr2	203103092	203113092	chr2:203103092-203113092	0.937	0.045	-5.511	-4.622	1.345	-1.927	FuLi_D:MSL:-5.511,FuLi_F:MSL:-4.622	FuLi_D,FuLi_F	MSL	PopHumanScan
BMPR2	chr2	203335424	203345424	chr2:203335424-203345424	1.248	0.036	-5.305	-4.955	1.713	-2.383	Tajima_D:MSL:-2.383,YRI:-2.323	Tajima_D	MSL,YRI	PopHumanScan
PARD3B	chr2	206211070	206231070	chr2:206211070-206231070	-4.836	0.237	-1.961	-1.988	2.318	2.433	Fst:CEU2YRI:0.237	Fst	CEU2YRI	PopHumanScan
PARD3B	chr2	206246013	206276013	chr2:206246013-206276013	-3.777	0.06	-5.846	-5.316	2.013	-2.665	Tajima_D:BEB:-2.665,XPEHH:YRI2CHB:2.563	Tajima_D,XPEHH	BEB,YRI2CHB	PopHumanScan
PARD3B	chr2	206309677	206331694	chr2:206309677-206331694	-3.834	0.059	-7.688	-6.691	3.011	-2.618	FuLi_D:CHB:-7.688,FuLi_F:CHB:-6.691	FuLi_D,FuLi_F	CHB	PopHumanScan
PTH2R	chr2	209546152	209556152	chr2:209546152-209556152	-5.563	0.056	2.081	-5.166	0.934	-2.317	FuLi_D:LWK:2.081	FuLi_D	LWK	PopHumanScan
UNC80	chr2	210809413	210819413	chr2:210809413-210819413	-7.294	0.099	-5.849	-5.199	1.415	-2.54	FayWu_H:KHV:-7.294	FayWu_H	KHV	PopHumanScan
KANSL1L	chr2	210908502	210928502	chr2:210908502-210928502	-1.213	0.038	-7.447	-6.225	2.458	-2.383	FuLi_D:BEB:-7.447,FuLi_F:BEB:-6.225,LWK:-5.014	FuLi_D,FuLi_F	BEB,LWK	PopHumanScan
KANSL1L	chr2	211012311	211022311	chr2:211012311-211022311	-2.268	0.034	-5.622	-4.748	2.096	-2.295	FuLi_D:MSL:-5.622,FuLi_F:MSL:-4.748	FuLi_D,FuLi_F	MSL	PopHumanScan
ACADL	chr2	211079830	211099830	chr2:211079830-211099830	-1.521	0.045	-6.716	-6.501	1.729	-2.465	FuLi_D:GIH:-6.716,FuLi_F:CHB:-6.501,GIH:-5.868	FuLi_D,FuLi_F	GIH,CHB	PopHumanScan
nonCoding13886	chr2	211878017	211898017	chr2:211878017-211898017	-1.315	0.047	-5.4	-3.99	2.301	1.44	XPEHH:YRI2CHB:2.507	XPEHH	YRI2CHB	PopHumanScan
SPAG16	chr2	214301556	214321556	chr2:214301556-214321556	-3.289	0.085	-7.201	-6.113	1.736	-2.41	FuLi_D:JPT:-7.201,FuLi_F:JPT:-6.113	FuLi_D,FuLi_F	JPT	PopHumanScan
SPAG16	chr2	215082853	215092853	chr2:215082853-215092853	-0.739	0.052	-7.381	-5.926	1.045	-2.056	FuLi_D:CEU:-7.381,FuLi_F:CEU:-5.926	FuLi_D,FuLi_F	CEU	PopHumanScan
nonCoding14057	chr2	217986411	218006411	chr2:217986411-218006411	-1.503	0.053	-6.03	-5.394	1.837	-2.394	FuLi_D:FIN:-6.03,FuLi_F:FIN:-5.394	FuLi_D,FuLi_F	FIN	PopHumanScan
DIRC3	chr2	218205841	218215841	chr2:218205841-218215841	-4.646	0.11	2.359	2.082	2.152	2.131	FuLi_D:GBR:2.359	FuLi_D	GBR	PopHumanScan
nonCoding14080	chr2	219625109	219665345	chr2:219625109-219665345	-3.095	0.167	-1.872	2.458	2.784	3.657	XPEHH:YRI2CHB:2.617	XPEHH	YRI2CHB	PopHumanScan
nonCoding14229	chr2	222557228	222567228	chr2:222557228-222567228	-2.908	0.047	-6.688	-5.842	1.489	-2.275	FuLi_F:CEU:-5.842	FuLi_F	CEU	PopHumanScan
nonCoding14234,nonCoding14232	chr2	222591111	222621111	chr2:222591111-222621111	-5.242	0.068	-6.688	-5.925	1.701	-2.656	FuLi_F:CEU:-5.925,Tajima_D:IBS:-2.656	FuLi_F,Tajima_D	CEU,IBS	PopHumanScan
SGPP2	chr2	223362702	223382702	chr2:223362702-223382702	-3.924	0.098	-7.502	-6.107	2.192	-2.187	FuLi_D:CHS:-7.3,KHV:-7.502	FuLi_D	CHS,KHV	PopHumanScan
nonCoding14293	chr2	223864194	223874194	chr2:223864194-223874194	-5.193	0.116	2.184	2.106	1.979	1.97	FuLi_D:IBS:2.184	FuLi_D	IBS	PopHumanScan
nonCoding14385	chr2	226046738	226056738	chr2:226046738-226056738	-6.803	0.158	2.462	3.017	1.676	3.236	FuLi_D:IBS:2.462	FuLi_D	IBS	PopHumanScan
NYAP2	chr2	226339068	226349068	chr2:226339068-226349068	-3.713	0.021	-6.498	-5.766	2.087	-2.465	Tajima_D:ASW:-2.465,GWD:-2.382	Tajima_D	ASW,GWD	PopHumanScan
C2orf83,AC064853.6	chr2	228469109	228479109	chr2:228469109-228479109	-1.84	0.065	2.361	2.211	1.642	2.616	FuLi_D:GBR:2.361	FuLi_D	GBR	PopHumanScan
SLC19A3	chr2	228543939	228553939	chr2:228543939-228553939	-7.141	0.146	-4.499	-4.007	1.102	2.407	FayWu_H:CEU:-7.141,GBR:-7.006,IBS:-6.891,STU:-6.897	FayWu_H	CEU,GBR,IBS,STU	PopHumanScan
SP100	chr2	231286920	231316920	chr2:231286920-231316920	1.802	0.092	-2.764	-2.536	2.509	2.293	XPEHH:CEU2CHB:1.75	XPEHH	CEU2CHB	PopHumanScan
nonCoding14556	chr2	231426667	231436667	chr2:231426667-231436667	0.882	0.081	2.726	4.004	1.407	4.002	FuLi_D:FIN:2.726	FuLi_D	FIN	PopHumanScan
ITM2C	chr2	231730671	231750671	chr2:231730671-231750671	-2.284	0.193	-2.264	1.81	3.055	2.107	iHS:CDX:3.055	iHS	CDX	PopHumanScan
ARMC9	chr2	232218238	232228238	chr2:232218238-232228238	-3.598	0.095	-6.228	-5.622	2.802	-2.72	Tajima_D:KHV:-2.72,PJL:-2.636	Tajima_D	KHV,PJL	PopHumanScan
nonCoding14651	chr2	235666316	235676316	chr2:235666316-235676316	-3.745	0.218	-1.577	2.41	1.4	3.23	Fst:CEU2YRI:0.218	Fst	CEU2YRI	PopHumanScan
AGAP1	chr2	236721841	236731841	chr2:236721841-236731841	-7.053	0.044	-4.824	-4.107	1.258	-2.161	FayWu_H:BEB:-7.053	FayWu_H	BEB	PopHumanScan
nonCoding14714,nonCoding14709,nonCoding14711,nonCoding14713	chr2	237580209	237640754	chr2:237580209-237640754	-6.067	0.113	2.07	-5.306	3.235	-2.464	FuLi_D:ACB:2.07,iHS:ITU:3.235	FuLi_D,iHS	ACB,ITU	PopHumanScan
nonCoding14720	chr2	237701993	237711993	chr2:237701993-237711993	-2.724	0.263	-1.561	2.074	1.927	2.299	Fst:YRI2CHB:0.263	Fst	YRI2CHB	PopHumanScan
nonCoding14744,nonCoding14743	chr2	238039751	238069751	chr2:238039751-238069751	-6.504	0.251	-4.817	-4.612	2.749	-2.694	Fst:YRI2CHB:0.251,Tajima_D:CHS:-2.694,KHV:-2.691	Fst,Tajima_D	YRI2CHB,CHS,KHV	PopHumanScan
nonCoding14760,nonCoding14761,nonCoding14759,MLPH	chr2	238338089	238495760	chr2:238338089-238495760	-2.71	0.101	-4.202	-2.598	3.844	3.591	iHS:IBS:3.396,TSI:3.844	iHS	IBS,TSI	PopHumanScan
NDUFA10	chr2	240847589	240857589	chr2:240847589-240857589	12.231	0.095	-1.695	8.955	1.416	16.595	FayWu_H:YRI:12.231	FayWu_H	YRI	PopHumanScan
nonCoding14845	chr2	241118448	241138448	chr2:241118448-241138448	-2.323	0.064	-2.922	-1.84	3.286	1.311	iHS:ITU:3.286	iHS	ITU	PopHumanScan
AC131097.2,nonCoding14865	chr2	242771934	242854674	chr2:242771934-242854674	13.034	0.102	-2.203	23.965	0	65.535	FayWu_H:CDX:12.747,CHB:12.353,CHS:13.034,JPT:12.438,KHV:12.233,FuLi_F:ACB:14.874,ASW:22.819,BEB:23.965,CEU:17.28,ESN:22.468,GIH:23.312,IBS:20.871,KHV:21,LWK:21.786,PJL:20.793,STU:20.276,TSI:21.52,YRI:23.061,Tajima_D:ACB:42.455,ASW:64.732,BEB:65.535,CEU:52.584,ESN:61.254,GIH:63.214,IBS:56.169,KHV:62.722,LWK:59.775,PJL:63.404,STU:61.947,TSI:58.032,YRI:62.168	FayWu_H,FuLi_F,Tajima_D	CDX,CHB,CHS,JPT,KHV,ACB,ASW,BEB,CEU,ESN,GIH,IBS,LWK,PJL,STU,TSI,YRI	PopHumanScan
nonCoding14869,nonCoding14868	chr2	242929652	242974067	chr2:242929652-242974067	15.145	0.08	-3.908	-3.471	1.501	-1.958	FayWu_H:ACB:-5.335,CDX:13.73,CHB:14.442,CHS:14.299,JPT:15.145,KHV:14.949	FayWu_H	ACB,CDX,CHB,CHS,JPT,KHV	PopHumanScan
DEFB132	chr20	236540	246540	chr20:236540-246540	-3.224	0.062	2.103	-3.633	1.25	2.091	FuLi_D:KHV:2.103	FuLi_D	KHV	PopHumanScan
nonCoding82554,nonCoding82555,nonCoding82556	chr20	762148	792522	chr20:762148-792522	16.932	0.105	0	0	1.967	0	FayWu_H:ACB:12.926,ASW:12.36,BEB:12.569,CDX:14.959,CEU:14.109,CHB:15.828,CHS:15.787,ESN:12.741,FIN:14.32,GBR:13.195,GIH:13.702,GWD:13.397,IBS:13.295,ITU:12.369,JPT:16.932,KHV:15.413,LWK:13.122,MSL:13.348,PJL:13.296,STU:12.858,TSI:13.436,YRI:13.74	FayWu_H	ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
nonCoding82569,nonCoding82570	chr20	1389428	1409428	chr20:1389428-1409428	-2.462	0.196	2.27	2.888	1.522	2.814	FuLi_D:LWK:2.27,XPEHH:CEU2CHB:1.794	FuLi_D,XPEHH	LWK,CEU2CHB	PopHumanScan
nonCoding82599	chr20	2040753	2050753	chr20:2040753-2050753	-4.038	0.246	-2.536	1.95	1.909	1.317	Fst:CEU2CHB:0.246	Fst	CEU2CHB	PopHumanScan
STK35	chr20	2073375	2083375	chr20:2073375-2083375	-3.295	0.285	-3.116	-1.706	1.559	2.164	Fst:CEU2CHB:0.285	Fst	CEU2CHB	PopHumanScan
STK35	chr20	2113714	2143714	chr20:2113714-2143714	-4.91	0.261	-3.015	-1.648	1.379	2.004	Fst:CEU2CHB:0.261	Fst	CEU2CHB	PopHumanScan
nonCoding82618	chr20	4016545	4036545	chr20:4016545-4036545	14.846	0.06	0.787	38.663	0.878	102.163	FayWu_H:ACB:11.68,BEB:14.846,CDX:13.491,CEU:14.03,CHB:13.028,CHS:13.269,FIN:13.111,GBR:13.471,GIH:14.261,IBS:13.748,ITU:13.509,JPT:12.71,KHV:13.282,PJL:14.559,STU:14.175,TSI:14.162,FuLi_F:ACB:38.663,ASW:26.429,BEB:29.166,CDX:21.633,CEU:36.065,CHB:32.193,CHS:24.386,ESN:34.753,FIN:32.995,GBR:33.884,GIH:36.214,GWD:35.852,IBS:35.87,ITU:28.491,JPT:32.04,KHV:23.921,LWK:25.755,MSL:30.635,PJL:28.201,STU:33.479,TSI:35.616,YRI:35.918,Tajima_D:ACB:102.163,ASW:72.953,BEB:74.764,CDX:56.108,CEU:95.101,CHB:84.401,CHS:64.859,ESN:92.008,FIN:86.663,GBR:89.728,GIH:95.4,GWD:94.432,IBS:93.975,ITU:72.869,JPT:84.074,KHV:63.68,LWK:69.232,MSL:82.128,PJL:76.19,STU:89.854,TSI:93.428,YRI:94.102	FayWu_H,FuLi_F,Tajima_D	ACB,BEB,CDX,CEU,CHB,CHS,FIN,GBR,GIH,IBS,ITU,JPT,KHV,PJL,STU,TSI,ASW,ESN,GWD,LWK,MSL,YRI	PopHumanScan
PROKR2	chr20	5279794	5299794	chr20:5279794-5299794	12.851	0.031	-1.693	10.038	1.116	18.147	FayWu_H:CEU:12.851	FayWu_H	CEU	PopHumanScan
nonCoding82676	chr20	5437922	5447922	chr20:5437922-5447922	-10.923	0.047	2.305	1.897	1.744	2.165	FayWu_H:ACB:-5.488,ASW:-4.755,CDX:-10.5,CHB:-10.082,CHS:-10.026,ESN:-6.435,FIN:-8.353,GWD:-6.455,JPT:-9.28,KHV:-10.923,LWK:-6.12,MSL:-5.758,YRI:-6.779,FuLi_D:ESN:2.296,KHV:2.305	FayWu_H,FuLi_D	ACB,ASW,CDX,CHB,CHS,ESN,FIN,GWD,JPT,KHV,LWK,MSL,YRI	PopHumanScan
nonCoding82709	chr20	6398404	6408404	chr20:6398404-6408404	-3.747	0.137	2.145	3.11	0.924	3.11	FuLi_D:TSI:2.145	FuLi_D	TSI	PopHumanScan
nonCoding82921	chr20	11570767	11580767	chr20:11570767-11580767	8.251	0.037	-2.259	12.827	1.439	31.973	FuLi_F:CDX:12.827,CHS:12.778,Tajima_D:CDX:31.973,CHS:31.578	FuLi_F,Tajima_D	CDX,CHS	PopHumanScan
nonCoding82954	chr20	12026241	12046241	chr20:12026241-12046241	-7.209	0.088	-4.929	-4.688	1.451	-2.698	Tajima_D:JPT:-2.698	Tajima_D	JPT	PopHumanScan
MACROD2	chr20	14981277	14991277	chr20:14981277-14991277	-5.023	0.042	-5.816	-5.273	1.901	-2.547	Tajima_D:FIN:-2.547	Tajima_D	FIN	PopHumanScan
MACROD2	chr20	15876783	15886783	chr20:15876783-15886783	-3.002	0.031	-6.011	-5.179	1.352	-2.351	FuLi_D:FIN:-6.011,FuLi_F:FIN:-5.179	FuLi_D,FuLi_F	FIN	PopHumanScan
nonCoding83068	chr20	16795283	16815283	chr20:16795283-16815283	-1.145	0.082	2.171	1.471	0.918	1.32	FuLi_D:GWD:2.171	FuLi_D	GWD	PopHumanScan
RRBP1	chr20	17639879	17659879	chr20:17639879-17659879	-2.859	0.049	-6.296	-5.27	1.116	-2.195	FuLi_D:GWD:-6.296,FuLi_F:GWD:-5.27	FuLi_D,FuLi_F	GWD	PopHumanScan
RALGAPA2	chr20	20457370	20477370	chr20:20457370-20477370	-2.073	0.036	-5.531	-5.018	2.228	-2.433	Tajima_D:ACB:-2.433,GWD:-2.393	Tajima_D	ACB,GWD	PopHumanScan
RALGAPA2	chr20	20487370	20632973	chr20:20487370-20632973	-3.217	0.041	-6.024	-5.392	3.361	-2.524	iHS:FIN:3.361,IBS:3.158	iHS	FIN,IBS	PopHumanScan
nonCoding83201	chr20	21386817	21396817	chr20:21386817-21396817	-0.921	0.035	-6.964	-5.708	1.494	-1.944	FuLi_D:GWD:-6.964,FuLi_F:GWD:-5.708	FuLi_D,FuLi_F	GWD	PopHumanScan
nonCoding83369	chr20	23986926	23996926	chr20:23986926-23996926	-6.634	0.236	-2.378	-2.397	2.983	2.3	Fst:CEU2YRI:0.236	Fst	CEU2YRI	PopHumanScan
nonCoding83394	chr20	24269758	24289758	chr20:24269758-24289758	-6.77	0.065	-6.224	-5.473	1.32	-2.561	Tajima_D:FIN:-2.561	Tajima_D	FIN	PopHumanScan
nonCoding83416	chr20	24742003	24752003	chr20:24742003-24752003	-4.165	0.123	-6.067	-5.476	1.531	-2.645	Tajima_D:CDX:-2.645	Tajima_D	CDX	PopHumanScan
nonCoding83420	chr20	24802773	24812773	chr20:24802773-24812773	-3.483	0.087	-6.446	-5.804	2.191	-2.559	FuLi_F:CDX:-5.804	FuLi_F	CDX	PopHumanScan
nonCoding83426	chr20	24862822	24872822	chr20:24862822-24872822	-7.53	0.148	-4.626	-4.451	2.21	-2.498	FayWu_H:CDX:-7.53	FayWu_H	CDX	PopHumanScan
nonCoding83427	chr20	24886966	24896966	chr20:24886966-24896966	-5.23	0.178	-8.316	-6.88	1.54	2.796	FuLi_D:CHB:-8.316,FuLi_F:CHB:-6.88	FuLi_D,FuLi_F	CHB	PopHumanScan
ENTPD6	chr20	25176548	25186548	chr20:25176548-25186548	-1.309	0.138	2.253	2.657	0.796	2.162	FuLi_D:CEU:2.253	FuLi_D	CEU	PopHumanScan
MYLK2	chr20	30414101	30424101	chr20:30414101-30424101	-5.035	0.111	-5.883	-5.319	1.136	-2.66	Tajima_D:CHB:-2.66	Tajima_D	CHB	PopHumanScan
nonCoding83484	chr20	31705395	31715395	chr20:31705395-31715395	-7.851	0.067	-3.242	-3.241	2.301	-2.508	FayWu_H:JPT:-7.851	FayWu_H	JPT	PopHumanScan
CBFA2T2	chr20	32091205	32101205	chr20:32091205-32101205	-1.811	0.034	-7.433	-6.424	1.889	-2.216	FuLi_D:IBS:-7.433,FuLi_F:IBS:-6.424	FuLi_D,FuLi_F	IBS	PopHumanScan
ITCH	chr20	32972110	33074261	chr20:32972110-33074261	-1.985	0.029	-6.744	-6.012	4.619	-2.574	iHS:ASW:3.961,ESN:3.624,GWD:4.619,LWK:3.513,MSL:4.234,PJL:3.205,YRI:4.193	iHS	ASW,ESN,GWD,LWK,MSL,PJL,YRI	PopHumanScan
DYNLRB1	chr20	33116144	33126144	chr20:33116144-33126144	-1.256	0.017	-6.496	-5.616	1.354	-2.099	FuLi_D:GBR:-6.496,FuLi_F:GBR:-5.616	FuLi_D,FuLi_F	GBR	PopHumanScan
nonCoding83511	chr20	34626175	34636175	chr20:34626175-34636175	-1.251	0.058	-6.964	-5.732	1.931	-2.038	FuLi_D:GIH:-6.964,FuLi_F:GIH:-5.732	FuLi_D,FuLi_F	GIH	PopHumanScan
MANBAL	chr20	35917328	35937522	chr20:35917328-35937522	-2.447	0.018	-6.095	-5.21	2.312	-2.557	FuLi_D:GWD:-6.095,FuLi_F:GWD:-5.21,Tajima_D:ACB:-2.451,ASW:-2.543,ESN:-2.406,GWD:-2.557,LWK:-2.516,MSL:-2.503	FuLi_D,FuLi_F,Tajima_D	GWD,ACB,ASW,ESN,LWK,MSL	PopHumanScan
CTNNBL1	chr20	36331669	36341669	chr20:36331669-36341669	-8.086	0.053	-3.212	-3.163	1.105	-2.277	FayWu_H:CDX:-7.675,JPT:-8.086,STU:-6.798	FayWu_H	CDX,JPT,STU	PopHumanScan
CTNNBL1	chr20	36393960	36403960	chr20:36393960-36403960	-1.78	0.017	-6.893	-6.091	1.575	-2.437	FuLi_D:ITU:-6.893,FuLi_F:ITU:-6.091	FuLi_D,FuLi_F	ITU	PopHumanScan
RALGAPB	chr20	37188221	37198221	chr20:37188221-37198221	-3.02	0.1	-6.927	-6.014	2.183	-2.372	FuLi_D:GIH:-6.927,FuLi_F:GIH:-6.014	FuLi_D,FuLi_F	GIH	PopHumanScan
nonCoding83552,nonCoding83553	chr20	37363168	37425912	chr20:37363168-37425912	-1.45	0.069	2.39	2.954	3.534	2.533	FuLi_D:IBS:2.39,iHS:YRI:3.534	FuLi_D,iHS	IBS,YRI	PopHumanScan
nonCoding83629	chr20	38658347	38668347	chr20:38658347-38668347	-3.209	0.073	-6.023	-4.259	1.064	1.22	FuLi_D:YRI:-6.023	FuLi_D	YRI	PopHumanScan
nonCoding83639	chr20	38835723	38845723	chr20:38835723-38845723	-2.052	0.045	-7.53	-5.97	1.331	-1.771	FuLi_D:TSI:-7.53	FuLi_D	TSI	PopHumanScan
nonCoding83649	chr20	38969873	38979873	chr20:38969873-38979873	-6.891	0.095	-5.647	-4.986	1.847	-2.467	FayWu_H:GIH:-6.891	FayWu_H	GIH	PopHumanScan
CHD6	chr20	40068216	40078216	chr20:40068216-40078216	-2.673	0.047	-5.943	-4.778	1.05	-1.869	FuLi_D:YRI:-5.943	FuLi_D	YRI	PopHumanScan
PTPRT	chr20	40906829	40916829	chr20:40906829-40916829	-0.844	0.03	-7.342	-5.933	1.101	-1.877	FuLi_D:BEB:-7.342	FuLi_D	BEB	PopHumanScan
PTPRT	chr20	41522547	41556115	chr20:41522547-41556115	-6.023	0.04	-5.546	-5.153	1.55	-2.606	Tajima_D:CEU:-2.606	Tajima_D	CEU	PopHumanScan
MATN4	chr20	43905950	43925950	chr20:43905950-43925950	-7.634	0.076	-2.173	-1.819	0.942	-2.154	FayWu_H:CDX:-7.634	FayWu_H	CDX	PopHumanScan
ZMYND8	chr20	45942016	45984602	chr20:45942016-45984602	-3.449	0.048	-7.364	-6.32	3.271	-2.48	FuLi_D:BEB:-7.364,FuLi_F:BEB:-6.32,KHV:-6.198,iHS:CDX:3.271,XPEHH:YRI2CHB:2.573	FuLi_D,FuLi_F,iHS,XPEHH	BEB,KHV,CDX,YRI2CHB	PopHumanScan
nonCoding83827	chr20	46019386	46029386	chr20:46019386-46029386	-2.337	0.031	-6.515	-5.181	1.797	-1.887	FuLi_D:CDX:-6.515	FuLi_D	CDX	PopHumanScan
PTGIS	chr20	48160956	48170956	chr20:48160956-48170956	-3.637	0.056	-6.107	-5.308	1.59	-2.559	FuLi_D:FIN:-6.107,FuLi_F:FIN:-5.308	FuLi_D,FuLi_F	FIN	PopHumanScan
ADNP	chr20	49535863	49567984	chr20:49535863-49567984	-1.222	0.087	-3.654	-2.722	3.315	-1.39	iHS:ASW:3.315	iHS	ASW	PopHumanScan
nonCoding84011	chr20	51170992	51180992	chr20:51170992-51180992	-6.024	0.26	-1.957	2.937	1.967	3.571	FayWu_H:ESN:-6.024,Fst:CEU2YRI:0.26,YRI2CHB:0.25	FayWu_H,Fst	ESN,CEU2YRI,YRI2CHB	PopHumanScan
nonCoding84026	chr20	51348544	51378544	chr20:51348544-51378544	-3.319	0.079	-4.897	-4.519	2.966	-2.193	XPEHH:YRI2CHB:2.599	XPEHH	YRI2CHB	PopHumanScan
TSHZ2,AL354993.1	chr20	52095232	52105232	chr20:52095232-52105232	-2.939	0.041	2.239	2.242	1.665	2.874	FuLi_D:ACB:2.239	FuLi_D	ACB	PopHumanScan
DOK5	chr20	53092010	53125343	chr20:53092010-53125343	-3.952	0.102	-7.465	-5.811	2.757	-2.671	FuLi_D:IBS:-7.465,FuLi_F:JPT:-5.811,Tajima_D:BEB:-2.671,JPT:-2.625	FuLi_D,FuLi_F,Tajima_D	IBS,JPT,BEB	PopHumanScan
DOK5	chr20	53200433	53210433	chr20:53200433-53210433	-5.457	0.171	-5.644	-5.274	1.619	-2.688	Tajima_D:ITU:-2.688,KHV:-2.674	Tajima_D	ITU,KHV	PopHumanScan
nonCoding84122	chr20	53700594	53710594	chr20:53700594-53710594	-6.966	0.156	-4.763	-4.006	1.303	-2.55	FayWu_H:GIH:-6.966	FayWu_H	GIH	PopHumanScan
nonCoding84132	chr20	53902969	53912969	chr20:53902969-53912969	-2.5	0.11	-7.665	-6.567	1.901	-2.377	FuLi_D:CHB:-7.665,FuLi_F:CHB:-6.567	FuLi_D,FuLi_F	CHB	PopHumanScan
SYCP2	chr20	58454993	58464993	chr20:58454993-58464993	-4.957	0.039	-6.03	-5.532	2.222	-2.748	Tajima_D:FIN:-2.57,PJL:-2.748,Alpha:ASW:0.929,ACB:0.888,ESN:0.939,YRI:0.939	Tajima_D	FIN,PJL,ASW,ACB,ESN,YRI	PopHumanScan
